Shoulder_x,Shoulder_y,Shoulder_z,Shoulder_error,Shoulder_ncams,Shoulder_score,Elbow_x,Elbow_y,Elbow_z,Elbow_error,Elbow_ncams,Elbow_score,Wrist_x,Wrist_y,Wrist_z,Wrist_error,Wrist_ncams,Wrist_score,Hand_x,Hand_y,Hand_z,Hand_error,Hand_ncams,Hand_score,Joystick_x,Joystick_y,Joystick_z,Joystick_error,Joystick_ncams,Joystick_score,M_00,M_01,M_02,M_10,M_11,M_12,M_20,M_21,M_22,center_0,center_1,center_2,fnum
-9.67927988440245,1.4025621246222384,93.74644779679276,2.1438898434028943,3.0,0.43481185422394686,-10.850238239670295,7.028182849914005,99.28089739319198,4.042714142553598,3.0,0.9014829923239523,-9.213882933040198,9.42360930713522,91.11619268005347,5.679277286644258,3.0,0.2940217061184758,-8.829539747286892,10.858149683156311,87.65153752951045,2.4991283424054416,3.0,0.2736658494741362,-6.3804376176064315,10.632792598997066,87.29490541698374,2.292994127092493,3.0,0.32107186956198186,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-9.668695939905266,1.3926287151865782,93.73239616603682,2.1914213518202086,3.0,0.434812013975891,-10.849283693611874,7.019798076041431,99.24732937112742,4.055862467897404,3.0,0.9023225355579021,-9.203726036734686,9.433774495424808,91.12090079381306,5.735127210160841,3.0,0.29611303399042105,-8.827815007237604,10.85120441225817,87.65644726567278,2.459754232008268,3.0,0.2744413097767497,-6.3787011313123125,10.631449640835232,87.28429281749068,2.2912936991651516,3.0,0.3210936967687628,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-9.68447761312407,1.3773402686037266,93.73921653514957,2.084970410949241,3.0,0.434812109140538,-10.848596035762903,7.011013712537312,99.2731283226484,4.120130147572656,3.0,0.9020010754152223,-9.215353515210682,9.426731312638736,91.1089866084305,5.706903892326726,3.0,0.2953060382861229,-8.827617305825516,10.847037327208616,87.64487144297743,2.488375549829318,3.0,0.2741409310832964,-6.3857893587764805,10.625172793320063,87.26525966948599,2.300092198586119,3.0,0.32108629683908124,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
-9.693558209157722,1.391864030031502,93.69830023605982,2.0773951328622946,3.0,0.434813244998227,-10.845388752763052,7.000938826907268,99.25639576143263,4.042980145159178,3.0,0.901949194470005,-9.210591846222526,9.430504472301335,91.12667762324243,5.69240166691528,3.0,0.2951764313616839,-8.826677150206075,10.853371306966018,87.64916159172992,2.4712140583994247,3.0,0.2740928612206251,-6.377301091163156,10.637520096822856,87.30458574336443,2.289473210757145,3.0,0.3210908122030756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
-9.696206152651092,1.3797901684820373,93.69103150600174,2.126990107611479,3.0,0.43481359763534494,-10.854982915053922,7.004416307740881,99.2850358745873,4.015197796836146,3.0,0.9016234568158366,-9.211702356563023,9.422336076784616,91.122733022714,5.663817881729501,3.0,0.2943675963228561,-8.82506974937871,10.85266954868303,87.65175936029294,2.4630349715946642,3.0,0.27379357187698783,-6.386272945504546,10.629467271179124,87.28636581662117,2.301219230217114,3.0,0.3210846084996973,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
-9.714715429683016,1.3587141947684014,93.6509709336307,2.179933891921389,3.0,0.4348125775128508,-10.847879630022428,7.008926709906562,99.29432045959662,3.9676016952179123,3.0,0.9017391803283714,-9.211478499715108,9.427362193341734,91.12137699703202,5.6652606574553905,3.0,0.29465428777305264,-8.83132774413843,10.848380891212944,87.6527538221427,2.450907768810864,3.0,0.27389940515219563,-6.383502188912336,10.63389737222985,87.28909399668052,2.364380143153682,3.0,0.32107316648870565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
-9.730071614848981,1.3790323305848031,93.76320123715408,2.277678877120159,3.0,0.4348136661068322,-10.846157368094676,7.018501615858635,99.25847037621065,4.083098780786261,3.0,0.9011691933279352,-9.225380247588218,9.419992281963497,91.11111101568258,5.705546192911277,3.0,0.2932544694127902,-8.828597151159757,10.851413951738312,87.67008083235199,2.4257851056364306,3.0,0.2733832088806934,-6.382713329609223,10.637700443794714,87.29210757251444,2.399931567472822,3.0,0.32107855741176217,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
-9.716573465328562,1.3725285910583482,93.66179191513582,2.1179608760673863,3.0,0.4348167999826097,-10.847688402544032,7.024019464971485,99.33006581580862,4.163611676192475,3.0,0.9003913235924346,-9.218645324169266,9.422587414783765,91.12743763648452,5.675448673263367,3.0,0.2913843283559417,-8.81940575836535,10.855509155746617,87.67785027195985,2.4260172429740545,3.0,0.2726987061236662,-6.378775082553405,10.640806383657013,87.32416926155456,2.331498737456091,3.0,0.3210813751817158,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
-9.746864029578838,1.3899069790022909,93.75507434343585,2.324467861070246,3.0,0.43481313003699223,-10.845784983521417,7.0355813623426355,99.34281377768905,3.9533255315115077,3.0,0.8988424270432549,-9.228065830002894,9.430948071590304,91.13500554357299,5.682103559282726,3.0,0.28778985791116857,-8.835074085835116,10.862001876495045,87.6912186422399,2.4880748186293116,3.0,0.27139990372106393,-6.389253017061213,10.648574965181211,87.3335192976423,2.377709120137117,3.0,0.32106307144941787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
-9.708159246782115,1.3898613092921488,93.79098403401132,2.2015388973849763,3.0,0.43481408810006716,-10.837622589784958,7.0108010923752,99.25250909871286,4.062533245767178,3.0,0.8986532644684228,-9.211809098163219,9.443811700414697,91.14894092743275,5.691993038459976,3.0,0.28736247326712944,-8.832785766946103,10.859343000045849,87.6871081307155,2.3787023386178974,3.0,0.2712467915404445,-6.3778155986439495,10.652952136412079,87.33816781702295,2.420735611956458,3.0,0.32107395226784985,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9
