elbow_flex,Wrist_flex,fnum
130.6903495637489,175.06292609349984,0
131.27899999303088,175.0859788042801,1
131.8758430642115,175.1132565276222,2
132.49239669754803,175.14634316553074,3
133.13692847557297,175.18607924962285,4
133.821265097205,175.2333931691234,5
134.54522173203864,175.28453475238422,6
135.30414926872822,175.33824060886192,7
136.0930075394726,175.3933016264691,8
136.90516178442815,175.44705209659372,9
137.7351462819249,175.4955282053242,10
138.5822324154925,175.53425714079458,11
139.46056417505062,175.55621575867139,12
140.38472619614808,175.55298000048873,13
141.36607611602054,175.5157346716702,14
142.39669322180418,175.43649992911512,15
143.44524383958523,175.31827431107072,16
144.4570193882733,175.16751631099717,17
145.39512787024466,174.99407510099533,18
146.22263809080343,174.80910289810706,19
146.92047689471113,174.62491787828986,20
147.48690393347349,174.45209668700014,21
147.93273100912083,174.29632678004765,22
148.27312301388432,174.15903281839093,23
148.52774563225904,174.0353787518834,24
148.71224893377462,173.91671100176308,25
148.84023308981514,173.7840831025189,26
148.92368868850397,173.63319713661744,27
148.97041005337718,173.46842541106216,28
148.98543806244106,173.29909480200385,29
148.97926921535193,173.14540401236601,30
148.9643455914687,173.0320061613855,31
148.95155306557072,172.98126000601613,32
148.9452953929962,172.9985566089732,33
148.94011864351427,173.06851494627233,34
148.92476926826114,173.15959366703956,35
148.88738166152154,173.24134243248514,36
148.82190109626254,173.29317380367164,37
148.72653764564544,173.30435827853938,38
148.5971843955272,173.26596586708575,39
148.42962681171204,173.17500584558124,40
148.2028170869313,173.0320594376149,41
147.87599185576371,172.83516870945041,42
147.40783161124162,172.5855326385639,43
146.77436119840962,172.31254802399522,44
145.97394666491454,172.03154381547833,45
145.03164204377546,171.75683320044092,46
143.99858767616726,171.4960597830566,47
142.93357349684942,171.24964368761172,48
141.8893483714746,171.01466807527066,49
140.9102831314206,170.79013808027722,50
140.01959989675683,170.57464990673694,51
139.2213982165555,170.37799205611321,52
138.52466968454712,170.21860150769885,53
137.94266801590837,170.11618369196427,54
137.47795379259802,170.086207191172,55
137.1503544584325,170.1314260445068,56
136.96113823330785,170.2403150392606,57
136.89461890182312,170.39739130545985,58
136.93446077452697,170.58663420623097,59
137.06363821482077,170.7959879093261,60
137.27819316072967,171.01986161909144,61
137.59601031458683,171.25593316851294,62
138.03282258954673,171.50054103341293,63
138.59303410421725,171.7486250030203,64
139.26803010663252,171.9927788334137,65
140.04424063446803,172.22492474858197,66
140.90066943418182,172.4416997494442,67
141.8094232969513,172.64189921350786,68
142.74299511429862,172.8304045794576,69
143.68104081407085,173.0167639950452,70
144.60836384535853,173.20030680348512,71
145.51826455264813,173.37547687819173,72
146.41264076610906,173.5301644167005,73
147.28936916228596,173.64792005099912,74
148.12987167272576,173.72376298530526,75
148.90709383047027,173.75350052370706,76
149.59944104915738,173.7280002434984,77
150.19685810604867,173.62813310760913,78
150.69746426736103,173.45964515859356,79
151.1092002563787,173.2473801748641,80
151.44451949610462,173.01918187643082,81
151.71960415782706,172.8010760166158,82
151.9487674809774,172.615180597534,83
152.13698738126664,172.47809872186585,84
152.2774871892733,172.40165202223855,85
152.35804055104518,172.38765196485838,86
152.37146697894806,172.4237719843126,87
152.31656969160065,172.4896862769102,88
