elbow_flex,Wrist_flex,fnum
147.60334348474433,160.51019752370811,0
147.6623125035972,160.56518300375566,1
147.74087810479395,160.61332754598436,2
147.8702584192154,160.6490098125717,3
148.07271417563857,160.66418452684528,4
148.35254116535313,160.6606345968921,5
148.69892548873128,160.64724845656536,6
149.0756161142523,160.64244746409076,7
149.42860676902262,160.66572248156405,8
149.70207696362337,160.73162797730515,9
149.85203124116148,160.8400932067148,10
149.86236980772222,160.97361106047393,11
149.7243937578669,161.10930692944865,12
149.41984806951928,161.22764515172415,13
148.92799728442284,161.31861606439583,14
148.2170508063096,161.3931966180079,15
147.24133155875705,161.4733228016478,16
145.9591227501856,161.58866858640573,17
144.3494590384193,161.76709051009928,18
142.4048701414204,162.06052329623984,19
140.09206546790554,162.46391170046942,20
137.36120152530748,162.94951216142215,21
134.14088633311076,163.47724115793815,22
130.34386047256086,164.04538308840807,23
125.90899183444823,164.66490094663305,24
120.86827689969267,165.2587918821633,25
115.46186706662911,165.74587812254788,26
110.16508841433902,166.02943843633497,27
105.64096946033536,166.06980509926993,28
102.54216433631044,165.8566175045204,29
101.1909881000631,165.43456717033854,30
101.59951391323833,164.85838191814736,31
103.64837068631998,164.19960130142317,32
106.99844238208094,163.50781764513442,33
111.25215134683455,162.79059422212785,34
116.04284469855641,162.03852982031975,35
121.08073910571842,161.25816153778936,36
126.14109580043254,160.51614779509194,37
131.06303069849244,159.8818664962123,38
135.68734463532056,159.4149500492164,39
139.87194195536594,159.1524913781962,40
143.48809507473703,159.10196083575946,41
146.4482841821433,159.24554028774648,42
148.72789192272165,159.53007329119146,43
150.38447698749158,159.8823169806066,44
151.52713648234752,160.22937971691007,45
152.2756760702442,160.53630905525867,46
152.73466101517172,160.79568692507888,47
152.9706172890103,161.0174943723789,48
153.00951560385798,161.2226696079134,49
152.95229152190308,161.36247713057452,50
152.86038158667196,161.4154575834532,51
152.76518609490176,161.37209863919114,52
152.68141578116047,161.24145779506878,53
152.6202666556688,161.04521819197228,54
152.57975844343358,160.8245352713532,55
152.54439267682346,160.64510988963255,56
152.4858880694586,160.55210719057953,57
152.36739154429637,160.57576126897752,58
152.15519054241162,160.73162685215033,59
151.82957486863663,161.0144096489249,60
151.38499679788188,161.388774719083,61
150.83225807792184,161.8050045678751,62
150.1991328455457,162.2064997568704,63
149.52428023456906,162.5522667640959,64
148.8373398274366,162.8090433868213,65
148.15346546119378,162.96317484311515,66
147.47608955819612,163.0022218523319,67
146.82097778879555,162.91557497747166,68
146.1879159144233,162.74935283655023,69
145.5675389618165,162.59429150019352,70
144.9454619835189,162.48742151493676,71
144.31465825664085,162.44081391525526,72
143.68539497791392,162.45637841494445,73
143.09637879594294,162.52570809707808,74
142.59635782696876,162.63679650192995,75
142.2072248789469,162.78406074547578,76
141.91390653033855,162.95853963664175,77
141.6903937629507,163.14929170457478,78
141.5177403018988,163.32649940202452,79
141.39328091530098,163.46807135776467,80
141.3175740237142,163.57400670575248,81
141.28162990487058,163.64468271313996,82
141.28228588892952,163.67420656335668,83
141.29535188718597,163.66861857195784,84
141.2754817873612,163.6544293773481,85
141.19146496529595,163.68146930069162,86
141.03182521618064,163.786541067505,87
140.80474572372708,163.96485763319984,88
140.521011037689,164.17441461473803,89
140.19508397653297,164.36144794841297,90
139.84363595335807,164.4927972524597,91
139.48665528490693,164.56690035952047,92
139.14393660185132,164.60246852254514,93
138.83086853864262,164.6152762333715,94
138.53918502049106,164.60140309813872,95
138.2557845754461,164.55224085331994,96
137.97757300039504,164.40930564790796,97
137.72613979551207,164.22962328951036,98
137.55079725753163,164.05147184672862,99
137.49111649572927,163.89780154856075,100
137.54057384218686,163.77920812974185,101
137.65698644750813,163.70552791109537,102
137.7960300552939,163.68009242210093,103
137.90341800815045,163.69125326841404,104
