scorer,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist,Hand,Hand,Hand,Joystick,Joystick,Joystick
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,410.9673767089844,214.4927978515625,0.9983435869216919,386.34674072265625,254.19288635253906,0.9991891980171204,446.0660095214844,299.4846496582031,0.9982271790504456,472.0763244628906,306.69818115234375,0.9990261793136597,458.74102783203125,323.67449951171875,0.9875215888023376
1,410.5417175292969,214.51145935058594,0.9982790946960449,385.9761047363281,254.4530029296875,0.9991500377655029,445.638916015625,299.1756896972656,0.9982505440711975,471.91363525390625,306.5281677246094,0.9990522265434265,458.7759704589844,323.7701416015625,0.9860910177230835
2,410.29833984375,214.5531768798828,0.9982240796089172,385.4969787597656,254.58245849609375,0.999163031578064,445.5637512207031,299.0760498046875,0.9983440637588501,471.8804016113281,306.5003967285156,0.9990209341049194,458.8189697265625,323.84539794921875,0.9848013520240784
3,410.1858825683594,214.6242218017578,0.9982137680053711,385.42132568359375,254.79409790039062,0.999116837978363,445.664794921875,299.42681884765625,0.9984244108200073,471.93414306640625,306.56982421875,0.9990437626838684,458.7795715332031,323.8650817871094,0.9853331446647644
4,410.1417541503906,214.89453125,0.9981789588928223,385.3018493652344,255.16062927246094,0.9990271329879761,445.77410888671875,299.5887756347656,0.9984741806983948,471.8983459472656,306.6238098144531,0.9990843534469604,458.85284423828125,323.9444885253906,0.9843686819076538
5,410.35394287109375,215.07826232910156,0.9981123208999634,385.1029357910156,255.30210876464844,0.9989498257637024,445.7763671875,299.7444763183594,0.9984949827194214,471.70697021484375,306.5673828125,0.9991607666015625,458.6631774902344,323.8045349121094,0.9849397540092468
6,410.544921875,215.32920837402344,0.9980850219726562,384.8628845214844,255.61227416992188,0.9989148378372192,445.6075744628906,299.86871337890625,0.9985509514808655,471.3670959472656,306.4305114746094,0.9992144107818604,458.2877197265625,323.6611633300781,0.9866515398025513
7,410.8723449707031,215.1803741455078,0.9982197880744934,384.87506103515625,255.49542236328125,0.9989155530929565,445.4277648925781,299.7381896972656,0.9985841512680054,471.2203063964844,306.32568359375,0.9992784857749939,458.1585998535156,323.6224365234375,0.9864860773086548
8,411.301025390625,215.09767150878906,0.9983623623847961,385.3076477050781,255.36387634277344,0.9990271329879761,445.63690185546875,299.5958557128906,0.9985114932060242,471.2872314453125,306.38690185546875,0.9992758631706238,458.17449951171875,323.6354064941406,0.9862620234489441
9,411.5275573730469,215.1192169189453,0.9982606768608093,385.5541687011719,255.12213134765625,0.9991394281387329,445.7753601074219,299.47454833984375,0.998515784740448,471.6873779296875,306.2555847167969,0.9991750121116638,458.47186279296875,323.57769775390625,0.986591100692749
10,411.578125,215.04869079589844,0.9983556866645813,385.83642578125,254.96783447265625,0.9991933703422546,446.0420837402344,299.40582275390625,0.9984310269355774,472.0773620605469,306.0910339355469,0.9990125894546509,458.8913879394531,323.3338623046875,0.9852537512779236
11,411.57000732421875,215.28802490234375,0.9982568621635437,385.77593994140625,255.39926147460938,0.9991446733474731,446.2936096191406,299.50128173828125,0.998221218585968,473.34564208984375,306.725341796875,0.9990577101707458,459.227294921875,323.02593994140625,0.9834997653961182
12,411.4209899902344,215.4867401123047,0.9981294274330139,385.8045959472656,255.60328674316406,0.9990757703781128,447.0582580566406,300.0695495605469,0.9984686970710754,473.5699462890625,306.81427001953125,0.9991260170936584,459.5439453125,322.8590393066406,0.9771534204483032
13,410.884521484375,215.47454833984375,0.9979883432388306,385.555908203125,255.71875,0.9989928603172302,446.989501953125,300.0146789550781,0.9984312653541565,473.5558776855469,306.8199768066406,0.9991388320922852,459.5321044921875,322.84503173828125,0.9790249466896057
