scorer,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist,Hand,Hand,Hand,Joystick,Joystick,Joystick
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,568.14111328125,164.1819305419922,0.9981681108474731,513.00390625,206.60694885253906,0.989391028881073,579.7928466796875,266.025634765625,0.9992632269859314,610.275146484375,274.47314453125,0.9960803389549255,567.8212280273438,174.87733459472656,0.006686808541417122
1,567.2193603515625,164.75094604492188,0.9983721375465393,511.8895568847656,205.77894592285156,0.9894305467605591,577.6767578125,266.4313659667969,0.9990302324295044,606.3377685546875,274.8876953125,0.996986448764801,603.6329956054688,290.30377197265625,0.0077772787772119045
2,565.69384765625,164.29501342773438,0.9987401366233826,508.5229797363281,204.93124389648438,0.9855902791023254,574.0283203125,265.8530578613281,0.9974581599235535,604.3909912109375,275.8752746582031,0.99801105260849,602.5687866210938,293.2445068359375,0.008631891570985317
3,565.3934326171875,163.34848022460938,0.9987238049507141,507.44232177734375,202.8623504638672,0.9930980801582336,572.1587524414062,265.50079345703125,0.9973819851875305,601.66162109375,276.35546875,0.9972198009490967,508.89422607421875,204.24545288085938,0.0097360173240304
4,564.8531494140625,162.8595733642578,0.9987408518791199,506.50701904296875,202.9158172607422,0.9927080273628235,570.20751953125,264.57672119140625,0.9965718984603882,599.64453125,276.3039245605469,0.9974861145019531,508.7396240234375,204.4501495361328,0.009235952980816364
5,564.4998168945312,162.8092041015625,0.9988245368003845,505.16802978515625,203.07272338867188,0.9910913109779358,569.0167236328125,265.866943359375,0.9947035908699036,599.2305297851562,276.7774353027344,0.9959828853607178,601.3160400390625,297.3939208984375,0.014972951263189316
6,564.3924560546875,162.8110809326172,0.9988376498222351,503.4053039550781,205.30650329589844,0.9870065450668335,568.063232421875,265.82220458984375,0.9968633651733398,598.5021362304688,276.7916564941406,0.9971043467521667,599.8793334960938,297.6021728515625,0.01991666667163372
7,564.6095581054688,162.9484100341797,0.9989597797393799,503.42266845703125,205.3112335205078,0.9873980283737183,567.1856689453125,265.967041015625,0.9981521964073181,597.2557373046875,276.6896667480469,0.9975478053092957,599.7005004882812,297.2969665527344,0.011499207466840744
8,564.7207641601562,163.16580200195312,0.9990147352218628,503.1998291015625,205.3665313720703,0.9889081120491028,566.3568115234375,265.9163818359375,0.9986811280250549,595.73828125,276.8215026855469,0.9973307847976685,508.1156921386719,205.0973663330078,0.007878126576542854
9,564.9426879882812,163.4130096435547,0.9990756511688232,503.125732421875,205.3480224609375,0.989994466304779,565.164306640625,265.77386474609375,0.9989527463912964,594.4541015625,276.78558349609375,0.996881365776062,508.1357421875,205.0941925048828,0.007590742781758308
10,565.1434936523438,163.4506072998047,0.9992938041687012,503.0289611816406,205.10638427734375,0.9916028380393982,564.4491577148438,265.40447998046875,0.9991030693054199,592.6751098632812,276.4635925292969,0.9974340796470642,508.12322998046875,205.2428741455078,0.00791772361844778
11,565.5136108398438,163.6689453125,0.9993791580200195,502.917236328125,205.01173400878906,0.9922310709953308,563.8056640625,265.43157958984375,0.9992467164993286,591.6106567382812,276.485595703125,0.9982814788818359,508.19427490234375,205.1446533203125,0.007102868519723415
12,565.6611938476562,163.71099853515625,0.9994446635246277,503.09844970703125,204.37608337402344,0.9917066097259521,562.6548461914062,264.72003173828125,0.9990575909614563,590.7918701171875,276.17022705078125,0.9982113838195801,508.20074462890625,205.07907104492188,0.007973487488925457
13,565.5863647460938,163.53199768066406,0.9995012283325195,502.2150573730469,203.37884521484375,0.9936006665229797,563.0106811523438,264.0742492675781,0.9981095790863037,590.29052734375,275.0442810058594,0.9982931017875671,587.146240234375,293.2701721191406,0.015090386383235455
