scorer,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist,Hand,Hand,Hand,Joystick,Joystick,Joystick
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,570.5989379882812,156.72731018066406,0.9992597699165344,515.7282104492188,199.00732421875,0.9946293234825134,571.5333862304688,257.6006774902344,0.9992642998695374,600.49853515625,269.7251281738281,0.996566116809845,601.4317016601562,291.19219970703125,0.9475015997886658
1,570.3076782226562,156.9853973388672,0.9992139339447021,515.30517578125,199.02716064453125,0.9942256808280945,571.1329956054688,257.9599914550781,0.999337375164032,600.313720703125,269.6247253417969,0.9964924454689026,603.0389404296875,291.42095947265625,0.9529863595962524
2,570.1066284179688,157.17678833007812,0.9991594552993774,514.4927978515625,199.47265625,0.9951401948928833,570.7661743164062,258.3901672363281,0.9993137121200562,600.0690307617188,269.9925537109375,0.9976060390472412,601.3902587890625,291.40118408203125,0.9548355937004089
3,569.78076171875,157.15980529785156,0.9990391731262207,513.9561157226562,199.94259643554688,0.9959736466407776,569.6559448242188,258.85650634765625,0.9991463422775269,598.5430908203125,269.8235168457031,0.9975221753120422,600.2695922851562,292.0386047363281,0.9840751886367798
4,569.3914794921875,156.87567138671875,0.9989625215530396,513.5789794921875,199.5050048828125,0.9964516162872314,568.055419921875,258.6607971191406,0.9984241724014282,596.28173828125,269.7633056640625,0.9965369701385498,598.4885864257812,292.84259033203125,0.9897668957710266
5,568.4413452148438,158.227294921875,0.9990259408950806,513.1292724609375,199.8127899169922,0.9964487552642822,567.1869506835938,259.4107971191406,0.9979677796363831,595.4739379882812,269.4538879394531,0.9950290322303772,597.6310424804688,292.7027893066406,0.9903448224067688
6,568.2102661132812,157.9904022216797,0.9992669224739075,512.6004638671875,199.5845947265625,0.9959023594856262,566.8872680664062,259.35748291015625,0.998145580291748,595.1058349609375,269.45233154296875,0.9949555993080139,597.3909301757812,292.5467834472656,0.9894648790359497
7,568.3653564453125,158.1450958251953,0.9991692304611206,512.6109008789062,200.26303100585938,0.9948452711105347,566.7208251953125,259.2985534667969,0.9982693195343018,595.1339721679688,269.2887878417969,0.995267927646637,597.6524658203125,292.477783203125,0.9888228178024292
8,568.4005126953125,158.24786376953125,0.9990445971488953,512.3502197265625,199.93727111816406,0.9950868487358093,567.7556762695312,259.3008728027344,0.9982699155807495,595.9509887695312,269.76898193359375,0.995731770992279,597.8525390625,292.69415283203125,0.9892398118972778
9,569.3375244140625,158.02786254882812,0.9988757967948914,512.41796875,200.6111297607422,0.9958356618881226,567.882568359375,259.9736022949219,0.9987905621528625,596.6848754882812,269.9375305175781,0.9962473511695862,598.7023315429688,292.8889465332031,0.9792471528053284
10,569.504638671875,158.2533416748047,0.998895525932312,512.8431396484375,201.5584259033203,0.9963340759277344,569.5325317382812,260.412841796875,0.9993730187416077,598.5042724609375,270.0982360839844,0.9966766834259033,600.5866088867188,292.64739990234375,0.9493219256401062
11,570.0286254882812,158.46722412109375,0.99898761510849,513.5287475585938,201.91038513183594,0.9961885809898376,571.3414306640625,260.6429443359375,0.9996060729026794,598.618896484375,270.8834533691406,0.9931986927986145,601.90478515625,291.92047119140625,0.8685541749000549
12,570.2557983398438,158.9446258544922,0.9988946318626404,514.7520141601562,202.9407958984375,0.9975213408470154,572.8309326171875,260.7627258300781,0.999650239944458,600.13818359375,270.22821044921875,0.9973528385162354,604.1786499023438,290.2962341308594,0.6621121764183044
13,570.4590454101562,159.20611572265625,0.9988664388656616,516.6257934570312,204.62985229492188,0.9968180656433105,576.25048828125,262.9593505859375,0.9981687068939209,606.87060546875,270.99737548828125,0.9952607750892639,611.1160888671875,289.85516357421875,0.9246626496315002
