scorer,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist,Hand,Hand,Hand,Joystick,Joystick,Joystick
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,415.71527099609375,204.89332580566406,0.9981366395950317,387.5260925292969,248.97412109375,0.9977298378944397,446.0237121582031,297.7664794921875,0.9987265467643738,471.3094177246094,307.9043884277344,0.9991416931152344,459.8031311035156,324.00244140625,0.6326488256454468
1,415.2945251464844,204.80328369140625,0.9977759718894958,387.1512145996094,248.92788696289062,0.9981868863105774,445.5645446777344,297.7411193847656,0.9986470341682434,470.8874206542969,307.83477783203125,0.9991917014122009,459.6652526855469,324.043212890625,0.6600711345672607
2,414.90411376953125,204.59085083007812,0.9972240924835205,386.9148254394531,248.87477111816406,0.9984005093574524,445.36993408203125,297.6430969238281,0.9987427592277527,470.77490234375,307.87274169921875,0.9991820454597473,459.5738525390625,324.1651611328125,0.640154242515564
3,414.9718933105469,204.9414520263672,0.9970212578773499,386.7027893066406,249.31634521484375,0.9982890486717224,445.56591796875,297.78521728515625,0.9987336993217468,471.01904296875,308.0008850097656,0.9991973042488098,459.6556701660156,324.24139404296875,0.6649189591407776
4,414.25872802734375,205.2332763671875,0.9972680807113647,386.4175720214844,249.814453125,0.9980278611183167,445.46038818359375,298.0438232421875,0.9988874793052673,471.16802978515625,308.0916442871094,0.99918133020401,459.8925476074219,324.2071533203125,0.6152797341346741
5,413.8334655761719,205.74691772460938,0.9967742562294006,387.1065979003906,247.32388305664062,0.9984863996505737,445.8436279296875,298.18243408203125,0.9988934397697449,471.5834045410156,308.1556701660156,0.9991647005081177,460.1426086425781,324.26519775390625,0.5952879786491394
6,413.161865234375,206.05372619628906,0.9968116879463196,386.7668762207031,247.28875732421875,0.9985894560813904,445.9351806640625,298.30853271484375,0.9988549947738647,471.6403503417969,308.1929016113281,0.9991735816001892,460.1756286621094,324.2815246582031,0.5879776477813721
7,413.0139465332031,206.07464599609375,0.9966850876808167,386.80084228515625,247.4596710205078,0.9986233711242676,445.02593994140625,298.197998046875,0.9989594221115112,471.0637512207031,308.0718994140625,0.9992567896842957,459.96929931640625,324.2960205078125,0.5706709027290344
8,413.05828857421875,206.22390747070312,0.9967246651649475,386.7039489746094,247.4809112548828,0.9986709356307983,444.16265869140625,297.90142822265625,0.999067485332489,470.47259521484375,307.9688720703125,0.9992827773094177,459.6443176269531,324.2657165527344,0.5181410312652588
9,412.9023742675781,206.42672729492188,0.996842622756958,386.2783508300781,247.40806579589844,0.9986246824264526,443.20343017578125,297.941162109375,0.9989941716194153,469.2492370605469,307.81768798828125,0.999319314956665,459.5227966308594,323.880126953125,0.25296494364738464
10,412.4779968261719,206.80612182617188,0.9968852400779724,385.8155822753906,247.29873657226562,0.9987196922302246,442.6249084472656,297.85662841796875,0.998950719833374,468.4537658691406,307.7585144042969,0.9993911981582642,459.14666748046875,323.643310546875,0.20556391775608063
11,412.2350158691406,207.31658935546875,0.9969809651374817,385.706787109375,247.4809112548828,0.9987505674362183,442.0135498046875,297.7364501953125,0.9987823367118835,467.7854309082031,307.6907958984375,0.9994377493858337,458.51800537109375,323.37237548828125,0.19120830297470093
12,411.36322021484375,208.78988647460938,0.9970976114273071,385.3590087890625,247.9496612548828,0.9988631010055542,441.91876220703125,298.04931640625,0.9988976716995239,467.7460632324219,307.6965637207031,0.9994556307792664,458.4931335449219,323.405029296875,0.20130808651447296
13,411.04718017578125,209.13278198242188,0.9975273013114929,385.4100341796875,248.23480224609375,0.9989334940910339,442.14263916015625,297.999267578125,0.9989156723022461,467.881591796875,307.6269226074219,0.9994864463806152,458.7537536621094,323.48406982421875,0.20478279888629913
