scorer,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist,Hand,Hand,Hand,Joystick,Joystick,Joystick
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,403.9693603515625,214.46774291992188,0.9987314343452454,380.4423828125,261.0079650878906,0.9918981790542603,437.0928039550781,305.07989501953125,0.9965764880180359,462.3724670410156,307.4114990234375,0.9994946718215942,455.3585205078125,327.32672119140625,0.9620704650878906
1,404.3299560546875,213.12637329101562,0.9987878203392029,380.2009582519531,259.7615051269531,0.9926319122314453,436.2048034667969,304.7798767089844,0.9964267611503601,461.4261169433594,307.21990966796875,0.9994885921478271,454.642578125,327.0982666015625,0.9731195569038391
2,404.68597412109375,211.75035095214844,0.998528003692627,380.5763854980469,259.0867614746094,0.9906675219535828,435.6522521972656,304.8550720214844,0.9968738555908203,460.9631652832031,307.4977111816406,0.9994804263114929,454.751708984375,326.4384765625,0.9704762101173401
3,404.8721008300781,211.4132080078125,0.998276948928833,380.800048828125,258.8516540527344,0.987128734588623,435.71868896484375,304.6972351074219,0.9969050288200378,460.8205871582031,307.74041748046875,0.9995204210281372,455.1674499511719,325.9053039550781,0.9260360598564148
4,405.2082214355469,211.3701171875,0.9982452392578125,381.2787780761719,258.614013671875,0.986907958984375,435.9977111816406,304.9197692871094,0.9972313046455383,461.1170349121094,307.6531066894531,0.9995830655097961,455.396240234375,325.5898132324219,0.9289752840995789
5,405.2799072265625,211.28440856933594,0.9983476400375366,381.3673095703125,260.1214599609375,0.9917735457420349,436.2567138671875,305.3883361816406,0.9979187846183777,461.4583435058594,307.2303771972656,0.9996131062507629,454.1320495605469,324.06787109375,0.9149410724639893
6,405.2636413574219,211.25387573242188,0.9985144734382629,381.931396484375,260.0823059082031,0.9940723776817322,436.71844482421875,305.8155517578125,0.9984449744224548,461.9728088378906,307.0646057128906,0.9996241331100464,454.6378173828125,323.7018127441406,0.9180460572242737
7,405.3249206542969,211.03607177734375,0.9986757636070251,382.2738037109375,259.9286804199219,0.9949560761451721,436.7442626953125,305.6417236328125,0.9985495209693909,462.1098937988281,306.9833679199219,0.9996127486228943,454.9090881347656,323.61505126953125,0.9129819869995117
8,405.7919616699219,210.8263397216797,0.9986904263496399,382.2617492675781,259.70611572265625,0.9939139485359192,436.8443603515625,305.4742431640625,0.9984158277511597,462.2442932128906,306.8524169921875,0.9996166229248047,454.9911193847656,323.44439697265625,0.9085989594459534
9,406.1468811035156,209.7294921875,0.998233437538147,382.0364074707031,258.7430114746094,0.992251455783844,436.5499572753906,305.4394836425781,0.9982482194900513,462.1849060058594,307.0567626953125,0.9996222257614136,455.1614685058594,323.5535583496094,0.9299757480621338
10,406.5425720214844,209.1114044189453,0.9980156421661377,382.2717590332031,257.623779296875,0.9890979528427124,436.0992431640625,305.28851318359375,0.9980692267417908,461.9180603027344,307.2088928222656,0.9996252059936523,455.0892333984375,323.6273193359375,0.9226304888725281
11,407.1044006347656,208.5236358642578,0.9972215890884399,382.6743469238281,257.0789794921875,0.9871135950088501,436.2527160644531,305.27105712890625,0.9979388117790222,462.0338439941406,307.3224792480469,0.999614953994751,455.0088195800781,323.960693359375,0.9458603262901306
12,407.2748107910156,207.96890258789062,0.9962129592895508,382.806884765625,256.6364440917969,0.9855439066886902,436.5289611816406,305.0732116699219,0.9980303645133972,461.9361877441406,307.470458984375,0.9996436834335327,454.86090087890625,323.97906494140625,0.9366453289985657
13,407.8166809082031,207.71957397460938,0.9950897693634033,382.962646484375,256.5910949707031,0.9854713678359985,436.688720703125,305.205810546875,0.9978786706924438,462.2340393066406,307.52825927734375,0.999632716178894,455.238037109375,324.0119323730469,0.9355043768882751
