scorer,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist,Hand,Hand,Hand,Joystick,Joystick,Joystick
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,420.24005126953125,210.42999267578125,0.9990774393081665,399.4271240234375,254.10646057128906,0.9979255199432373,455.9830627441406,298.89544677734375,0.9981281161308289,480.4459228515625,313.40118408203125,0.99710613489151,461.74237060546875,324.3770446777344,0.9984320998191833
1,419.70416259765625,211.39825439453125,0.9994638562202454,399.38995361328125,254.4676971435547,0.9981288313865662,456.0094909667969,298.6601257324219,0.997681736946106,480.5792236328125,313.2289123535156,0.9971811771392822,461.964599609375,324.26904296875,0.9985017776489258
2,419.7303771972656,212.1888885498047,0.9995923638343811,399.46826171875,254.86166381835938,0.9980452060699463,456.3367919921875,298.6607666015625,0.9977039694786072,480.8701171875,313.1950378417969,0.9973485469818115,462.3633117675781,324.0811767578125,0.9981719255447388
3,420.31475830078125,212.37818908691406,0.9995943903923035,399.58111572265625,254.99935913085938,0.9979419112205505,457.135986328125,299.3624572753906,0.9978427886962891,481.1700134277344,313.39959716796875,0.9976150989532471,462.59185791015625,324.21868896484375,0.9980869293212891
4,420.687255859375,212.4252471923828,0.9995765089988708,399.7071838378906,254.90159606933594,0.9979342222213745,457.6965026855469,299.3722839355469,0.9983365535736084,481.4627685546875,313.6321105957031,0.9979293346405029,463.9891052246094,325.33245849609375,0.9978768825531006
5,420.7337951660156,212.3211212158203,0.9995771050453186,399.79498291015625,254.71261596679688,0.9982170462608337,457.2702331542969,299.3987731933594,0.9981411695480347,481.43133544921875,313.6728210449219,0.9979339838027954,463.9215087890625,325.3110656738281,0.9980385899543762
6,420.63507080078125,212.1674041748047,0.9995806813240051,399.85333251953125,254.5320587158203,0.9983258843421936,457.296142578125,299.4286804199219,0.9981864094734192,481.46356201171875,313.8344421386719,0.9980188608169556,463.9190673828125,325.30059814453125,0.9981797933578491
7,420.5057373046875,212.14205932617188,0.9995914101600647,399.6940612792969,254.3827667236328,0.9982993006706238,457.1550598144531,299.47149658203125,0.998078465461731,481.1973571777344,313.8074035644531,0.997934103012085,462.5330505371094,324.4213562011719,0.9980687499046326
8,420.2486267089844,212.03848266601562,0.9996052384376526,399.4792785644531,254.38209533691406,0.9983513355255127,457.1073303222656,299.4923400878906,0.997946560382843,481.0065002441406,313.86962890625,0.9978415966033936,462.4141845703125,324.42181396484375,0.9982436895370483
9,420.00408935546875,212.09010314941406,0.9995967745780945,399.41131591796875,254.50650024414062,0.9982798099517822,456.3841857910156,298.9418640136719,0.9976529479026794,480.62628173828125,313.6303405761719,0.9977237582206726,462.08660888671875,324.31646728515625,0.9980157613754272
10,419.8273010253906,212.09568786621094,0.9995995163917542,399.35064697265625,254.55096435546875,0.9982315897941589,456.363525390625,298.9086608886719,0.997595489025116,480.6544494628906,313.6568908691406,0.9977949857711792,461.9853515625,324.2756652832031,0.9979301691055298
11,419.81671142578125,212.46156311035156,0.9995816349983215,399.5152893066406,254.71676635742188,0.9982354640960693,456.91143798828125,299.3226623535156,0.9977885484695435,480.8625183105469,313.738525390625,0.9978775978088379,462.0179748535156,324.37225341796875,0.9976603984832764
12,419.8195495605469,212.76966857910156,0.9995837807655334,399.6796569824219,254.94503784179688,0.9982284903526306,457.51824951171875,299.1944274902344,0.9980360865592957,481.4710998535156,313.6221923828125,0.9983080625534058,462.6242370605469,324.1678771972656,0.9971197843551636
13,419.90655517578125,212.96749877929688,0.9996229410171509,399.8614501953125,255.4390869140625,0.9980816841125488,458.26934814453125,299.5713195800781,0.9982689619064331,482.1800842285156,313.5968017578125,0.9985076785087585,464.4771728515625,325.2320251464844,0.9982752799987793
