scorer,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist,Hand,Hand,Hand,Joystick,Joystick,Joystick
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,574.0858154296875,153.63670349121094,0.996982991695404,546.193359375,196.9990692138672,0.9996451139450073,620.110107421875,252.78414916992188,0.9948086142539978,647.16357421875,268.73577880859375,0.9989761114120483,644.2224731445312,291.93060302734375,0.9855362772941589
1,576.2142333984375,153.8951416015625,0.9958341121673584,546.7866821289062,196.89649963378906,0.9995985627174377,620.5584106445312,252.70278930664062,0.9948402047157288,648.1157836914062,268.2760314941406,0.9988862872123718,644.83642578125,292.4199523925781,0.979236364364624
2,576.7734375,153.55210876464844,0.9971707463264465,547.8550415039062,196.7537078857422,0.9994584918022156,622.3312377929688,252.58865356445312,0.9924263954162598,648.49755859375,268.1241149902344,0.9988914132118225,646.7374267578125,292.6573791503906,0.9639109969139099
3,577.4706420898438,153.20404052734375,0.9985374212265015,549.789306640625,197.39691162109375,0.9990653395652771,624.8131103515625,252.2333984375,0.9914616346359253,650.7195434570312,267.7685546875,0.998856782913208,650.0530395507812,292.4710388183594,0.975016176700592
4,578.070556640625,153.0437469482422,0.9990620017051697,550.1556396484375,194.98753356933594,0.9989050626754761,627.9511108398438,252.59185791015625,0.9945967197418213,654.9256591796875,267.4696044921875,0.9975864887237549,653.6361694335938,290.9447326660156,0.922533392906189
5,578.8328247070312,152.21096801757812,0.9994774460792542,552.1327514648438,194.53900146484375,0.9988998174667358,630.298095703125,252.68544006347656,0.9949907660484314,655.7098999023438,266.85614013671875,0.9983443021774292,656.3004150390625,291.0201721191406,0.23769980669021606
6,579.5436401367188,151.4295196533203,0.9995567202568054,553.7761840820312,194.29910278320312,0.9989005327224731,632.1957397460938,253.1607208251953,0.9913085699081421,657.017822265625,267.8077087402344,0.9986833930015564,656.4002685546875,291.5001525878906,0.18771754205226898
7,579.7085571289062,151.0875244140625,0.999552309513092,554.2388916015625,194.0984649658203,0.9988118410110474,634.556884765625,254.25401306152344,0.9919430017471313,657.8043823242188,268.3934020996094,0.9984697699546814,654.9319458007812,291.18255615234375,0.14027424156665802
8,579.5851440429688,150.8054962158203,0.9995430707931519,554.3624267578125,194.02407836914062,0.9987272620201111,634.8033447265625,254.00759887695312,0.9952642917633057,658.5247192382812,267.9696350097656,0.9981151819229126,656.3056640625,292.08392333984375,0.1371663361787796
9,579.4953002929688,150.70948791503906,0.9994863271713257,554.965087890625,194.49534606933594,0.9988207221031189,635.3107299804688,253.46026611328125,0.9938934445381165,658.9290771484375,267.487060546875,0.9988757967948914,655.20263671875,290.2596435546875,0.30016016960144043
10,579.6239624023438,150.71673583984375,0.9994175434112549,555.7029418945312,194.989501953125,0.9988546371459961,636.1552734375,253.13185119628906,0.9947082996368408,660.6293334960938,267.2174987792969,0.9987378716468811,656.8116455078125,290.11614990234375,0.273445188999176
11,579.7687377929688,150.692626953125,0.9994068145751953,555.831298828125,195.28353881835938,0.998889148235321,636.0552368164062,250.99273681640625,0.9934519529342651,661.4201049804688,266.07769775390625,0.9986512064933777,658.3721313476562,289.2112121582031,0.8396609425544739
12,579.6001586914062,149.94155883789062,0.9992977380752563,555.9036865234375,195.0340118408203,0.9988129138946533,636.313720703125,250.51559448242188,0.9914960861206055,662.0953369140625,266.08233642578125,0.9985266923904419,658.1424560546875,289.37261962890625,0.9669582843780518
13,580.2477416992188,148.9171600341797,0.99906986951828,556.2891845703125,194.45571899414062,0.9987443685531616,636.4221801757812,249.88365173339844,0.9907150268554688,662.7155151367188,265.5249328613281,0.9975011944770813,658.5416259765625,289.4145812988281,0.990301787853241
