scorer,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000,DLC_resnet_50_JoystickOct23shuffle1_50000
bodyparts,Shoulder,Shoulder,Shoulder,Elbow,Elbow,Elbow,Wrist,Wrist,Wrist,Hand,Hand,Hand,Joystick,Joystick,Joystick
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,303.9993896484375,350.4999084472656,0.019091729074716568,322.0465393066406,292.78662109375,0.23035688698291779,304.3974609375,337.83538818359375,0.9775411486625671,308.6764831542969,358.2372741699219,0.9946988821029663,298.51739501953125,357.2545471191406,0.0490531362593174
1,304.9341735839844,350.35906982421875,0.012911190278828144,322.9665832519531,291.83453369140625,0.1641436070203781,307.02825927734375,336.7316589355469,0.9105828404426575,310.17803955078125,357.453369140625,0.9956010580062866,298.36669921875,356.7626953125,0.03231111541390419
2,305.44781494140625,348.9403076171875,0.012476827017962933,323.99505615234375,291.06170654296875,0.09863076359033585,309.26190185546875,333.4903259277344,0.9820984601974487,310.932373046875,355.507568359375,0.997121274471283,298.7038879394531,356.82452392578125,0.02659136801958084
3,330.7051696777344,301.23065185546875,0.022031525149941444,325.1231689453125,289.7934875488281,0.10883813351392746,310.1435546875,332.43499755859375,0.9590975642204285,310.928466796875,355.24090576171875,0.9985276460647583,298.44696044921875,357.02130126953125,0.015505336225032806
4,330.9604797363281,301.58172607421875,0.05620754137635231,325.9195556640625,290.19384765625,0.0670022964477539,310.555419921875,333.04736328125,0.9379862546920776,310.7843933105469,355.96099853515625,0.9991728663444519,298.4027404785156,357.23895263671875,0.016672981902956963
5,330.80145263671875,303.154296875,0.045349329710006714,326.0905456542969,290.9900817871094,0.018581237643957138,310.5198669433594,333.6318054199219,0.9865359663963318,310.3234558105469,356.547119140625,0.9989058971405029,307.79571533203125,369.6543273925781,0.017658643424510956
6,331.32281494140625,303.8429260253906,0.01946191117167473,326.3524169921875,292.05999755859375,0.020649312064051628,311.4642333984375,337.20941162109375,0.9885517358779907,310.50469970703125,360.2845458984375,0.9980130195617676,308.9682922363281,372.64849853515625,0.018632229417562485
7,326.3924560546875,309.24322509765625,0.03263889625668526,329.34619140625,297.98699951171875,0.0227567907422781,310.3728332519531,338.7090759277344,0.9887332916259766,310.8473815917969,363.6921081542969,0.9985451698303223,296.5933532714844,371.366455078125,0.019860051572322845
8,330.63043212890625,310.3631896972656,0.029212825000286102,329.03924560546875,299.1884765625,0.02227424643933773,310.3260803222656,341.4949951171875,0.9892836809158325,309.7926025390625,366.6922302246094,0.9986549615859985,297.2810974121094,373.0751953125,0.014059138484299183
9,326.0258483886719,311.1180725097656,0.04646150767803192,329.2109069824219,299.9056091308594,0.029850950464606285,309.02972412109375,345.5722351074219,0.9845934510231018,308.096435546875,371.2838439941406,0.9991866946220398,297.0231628417969,374.4280090332031,0.01975994184613228
10,324.8827819824219,314.5478515625,0.030392112210392952,328.436767578125,300.6256408691406,0.028236689046025276,307.9595031738281,351.31268310546875,0.985782265663147,306.2680969238281,377.9790344238281,0.9987994432449341,294.2694396972656,388.7236633300781,0.01629098877310753
11,322.0820007324219,316.1390686035156,0.02207377552986145,323.50299072265625,301.742919921875,0.019196076318621635,305.4454040527344,357.8018798828125,0.9881275296211243,304.6395568847656,384.8016662597656,0.9986629486083984,294.0874328613281,390.79241943359375,0.017175275832414627
12,319.85552978515625,318.3839416503906,0.02210269682109356,321.9749450683594,306.5419616699219,0.018853839486837387,302.4262390136719,358.78802490234375,0.9807121753692627,302.96185302734375,389.8099060058594,0.9960227012634277,294.95257568359375,402.8867492675781,0.02519378252327442
13,318.4234619140625,318.3820495605469,0.008036977611482143,320.3348083496094,308.76812744140625,0.03845423832535744,301.09271240234375,368.5118103027344,0.964374840259552,301.2889709472656,397.5823974609375,0.9940496683120728,295.6950988769531,412.7353515625,0.01554767694324255
