Shoulder_x,Shoulder_y,Shoulder_z,Shoulder_error,Shoulder_ncams,Shoulder_score,Elbow_x,Elbow_y,Elbow_z,Elbow_error,Elbow_ncams,Elbow_score,Wrist_x,Wrist_y,Wrist_z,Wrist_error,Wrist_ncams,Wrist_score,Hand_x,Hand_y,Hand_z,Hand_error,Hand_ncams,Hand_score,Joystick_x,Joystick_y,Joystick_z,Joystick_error,Joystick_ncams,Joystick_score,M_00,M_01,M_02,M_10,M_11,M_12,M_20,M_21,M_22,center_0,center_1,center_2,fnum
3.764690578705572,-6.0937048586936875,112.63769796181022,51.95507823421881,3.0,0.43534855819333784,6.477216528740687,-5.675555987219776,112.71543768582275,55.15075637748063,3.0,0.8322690859536075,8.722040353439194,-4.159400176837721,110.24881376844915,72.65664669651402,3.0,0.20946949516020813,13.104097320246197,-3.337057626389274,108.26415191851493,77.60466782091834,3.0,0.24768760941987167,5.557575224408178,0.8993619526974528,116.56988455264249,60.75502454694136,2.0,0.32039966383446633,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3.7638058170344837,-6.089280015036966,112.63542286942645,51.90679097372604,3.0,0.43532285415904476,6.476753702624813,-5.6737690448646,112.71339002696546,55.0417090302962,3.0,0.8322687934463407,8.723113874423802,-4.159451557774347,110.24702312601678,72.6738190657368,3.0,0.20946866195852915,13.105396763012275,-3.3371125739510044,108.26277848200628,77.60759627729472,3.0,0.24768744118436595,5.557468780341412,0.9009858051348649,116.56690679106173,60.730460425809156,2.0,0.320438031489564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3.763102178960986,-6.085189114685476,112.63303097535463,51.929433561919076,3.0,0.43525542057795585,6.476553111186199,-5.67254887025775,112.71112076673425,55.05828571794458,3.0,0.8322705631002035,8.724238676421624,-4.159530653368829,110.2450870683043,72.62314992985769,3.0,0.20947088775969824,13.106804954979916,-3.3373746928874617,108.2613488964095,77.54901403413851,3.0,0.24768855544276114,5.55744191054267,0.9026177811499511,116.56447316045511,60.725787115029405,2.0,0.3205375764847172,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
3.762785011532864,-6.081696312242299,112.6303584756865,51.86643118695972,3.0,0.4353928995754723,6.476774689127642,-5.67252708767037,112.70829128174113,55.1235191990448,3.0,0.8322702592916799,8.72551470499008,-4.1600169612894735,110.24272885587166,72.67716077271935,3.0,0.20947078075737136,13.108485315626833,-3.3378598582679,108.25972096000632,77.55100533315935,3.0,0.24768832634546936,5.557286823637138,0.9042606187376286,116.56271814975591,60.70400463918225,2.0,0.32033371005444566,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
3.7627244823593093,-6.078181026448814,112.62712814834079,51.96852612690739,3.0,0.4353316480457708,6.477199316633258,-5.672532207511508,112.70434026971888,54.98548890885693,3.0,0.8322702354884943,8.727063730262522,-4.160496148971675,110.2396286954901,72.66597432531556,3.0,0.20947127414029315,13.110552864927174,-3.3385250246720974,108.25773167413107,77.58248017065087,3.0,0.24768830461978011,5.556945216124716,0.9059102994835164,116.56157929607876,60.68494590523659,2.0,0.3204247915063561,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
3.7627473144259045,-6.073862762446887,112.62330043830433,51.910161605684245,3.0,0.4352970728509276,6.4777738745902385,-5.671860594056086,112.70032702410765,55.22264433457078,3.0,0.8322684979081162,8.728750503740565,-4.161061416222421,110.23598144548991,72.65973036909634,3.0,0.20946835126514418,13.11287584560281,-3.339668610980268,108.25538778330747,77.599421672621,3.0,0.24768725547549802,5.556359107094256,0.9075539307099825,116.56082978248193,60.72583061530058,2.0,0.3204749488609348,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
3.7626694170139077,-6.068100961959409,112.6189769147223,51.949752701356964,3.0,0.4352563364317299,6.478304789057171,-5.670681667717586,112.6961463755028,55.137043485883794,3.0,0.832269264531205,8.730428514169038,-4.161274640292807,110.23212469078473,72.7032090228889,3.0,0.20947001392292344,13.115217915457338,-3.3409048250870237,108.25275588354134,77.59534509498808,3.0,0.2476876900154877,5.5555147055888865,0.9091797364483692,116.56012013165551,60.70860707805372,2.0,0.320535514833978,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
3.7621096095201194,-6.060523895389786,112.61437564020149,52.00748807293693,3.0,0.4352673996044632,6.478732276531114,-5.669445703603014,112.69247647258966,55.199504481054895,3.0,0.832269199653862,8.731913368006275,-4.161516233140588,110.2284748248512,72.67996658077084,3.0,0.2094692840845712,13.11725702366012,-3.3421867698114114,108.24994030000421,77.621785874005,3.0,0.24768776105524978,5.5544098672020885,0.9107641017413248,116.55885308749056,60.74587342069681,2.0,0.3205186994463524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
3.7615622016932377,-6.0523460136769245,112.60981129525473,52.04199578370904,3.0,0.4352432158500789,6.479255643323795,-5.6689482455618085,112.68946340093224,55.13444522501109,3.0,0.83226850256268,8.73312568295844,-4.162274476584611,110.22525156440531,72.71949038279702,3.0,0.20946746779779973,13.118805203059758,-3.3435438682037666,108.2471398053428,77.70436404823798,3.0,0.24768729142569332,5.55285795638653,0.9122908710212773,116.55697323866643,60.73711292927479,2.0,0.32055468018792954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
3.7608125380800463,-6.04469854886022,112.60562279331542,52.20403941518827,3.0,0.4352065982983022,6.479636455423823,-5.669566334807097,112.68644792348444,55.266879521255724,3.0,0.832266332088653,8.734047432041551,-4.163344892864626,110.22248840535951,72.76292510849945,3.0,0.20946410901387316,13.119850563533852,-3.344785862091827,108.24454041668926,77.65079554167757,3.0,0.24768598133352981,5.550676823561037,0.9137439867234025,116.55505101956031,60.700743914229776,2.0,0.3206088020188998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9
